id	logFC	AveExpr	t	P.Value	adj.P.Val	B
COX7A1	-1.95675243	2.281402324	-16.50119556	1.14E-50	5.57E-49	104.4104434
RECQL4	2.636957018	3.97652737	16.48565028	1.36E-50	6.63E-49	104.2346802
SOSTDC1	-5.133243373	0.080933159	-16.48357431	1.39E-50	6.76E-49	104.2112129
TGFBR2	-1.820874295	7.514588001	-16.48208138	1.41E-50	6.86E-49	104.1943371
UBE2C	3.631900327	4.191255685	16.47806934	1.48E-50	7.15E-49	104.1489885
MSTO1	1.37748572	3.783072381	16.47745741	1.49E-50	7.18E-49	104.1420721
LTBP4	-2.376250402	6.542980682	-16.47161069	1.59E-50	7.65E-49	104.0759942
MASP1	-3.193104312	1.068581386	-16.46663539	1.69E-50	8.07E-49	104.0197716
KNOP1	1.12047519	4.204281426	16.46266807	1.76E-50	8.42E-49	103.9749442
RAPGEF4	-1.989957449	2.34494204	-16.45904939	1.84E-50	8.74E-49	103.9340596
SPN	-2.536889893	4.477226391	-16.44845717	2.07E-50	9.83E-49	103.8144057
ESAM	-2.229017138	5.407873146	-16.44251104	2.22E-50	1.05E-48	103.7472485
INKA2	-1.733342268	2.762651203	-16.43806573	2.33E-50	1.10E-48	103.6970479
GPT2	2.825449836	5.334469181	16.4260379	2.67E-50	1.26E-48	103.5612439
NUSAP1	2.357402946	4.394781455	16.41832765	2.92E-50	1.37E-48	103.4742085
VWF	-2.54008945	7.531531639	-16.41772152	2.94E-50	1.37E-48	103.4673669
STX1A	2.61324535	3.464259581	16.40858349	3.26E-50	1.52E-48	103.3642357
PCLAF	2.582493541	3.514300525	16.40795534	3.28E-50	1.52E-48	103.3571473
KL	-3.081611966	1.41299985	-16.40399148	3.43E-50	1.59E-48	103.3124186
ABCA8	-3.605014311	2.703413941	-16.39367909	3.86E-50	1.78E-48	103.1960718
KLF6	-1.788857692	7.468288776	-16.38640329	4.19E-50	1.93E-48	103.1140011
CCNB1	2.618777561	4.736154563	16.38601191	4.21E-50	1.93E-48	103.1095867
FXYD6	-2.091830423	4.101845764	-16.3764468	4.69E-50	2.14E-48	103.0017146
FERMT1	2.842746603	4.231808698	16.3715283	4.96E-50	2.26E-48	102.9462546
DACH1	-2.999938315	1.632793198	-16.35065075	6.29E-50	2.86E-48	102.7109139
SPP1	4.622545757	7.639921196	16.33940372	7.14E-50	3.23E-48	102.5841797
PPM1F	-1.257126784	5.014378309	-16.33889483	7.18E-50	3.24E-48	102.5784462
ACKR4	-2.910431944	-0.067313193	-16.33018768	7.93E-50	3.57E-48	102.4803558
PALMD	-2.255763395	3.501255829	-16.31251689	9.68E-50	4.35E-48	102.2813468
TBX3	-2.291935752	3.353237902	-16.30852626	1.01E-49	4.53E-48	102.2364155
OCIAD2	1.98401758	6.429281068	16.29768507	1.15E-49	5.11E-48	102.1143737
FGR	-2.276419002	4.356046658	-16.28755622	1.28E-49	5.72E-48	102.0003788
SYNM	-1.920160468	3.514818382	-16.24170992	2.16E-49	9.57E-48	101.4847425
TMPRSS4	4.511382353	5.593312912	16.24127448	2.17E-49	9.59E-48	101.4798477
TSPAN18	-2.187768516	3.972830831	-16.23640439	2.29E-49	1.01E-47	101.4251068
C1orf112	1.600290471	3.01168771	16.23245973	2.40E-49	1.05E-47	101.3807727
EPN3	3.077243085	3.596900197	16.23154929	2.42E-49	1.06E-47	101.3705407
PCDH15	-3.84268293	-1.348477549	-16.22406682	2.63E-49	1.15E-47	101.2864582
BMPR2	-1.29910408	6.800904238	-16.21202446	3.02E-49	1.32E-47	101.1511663
KIF1C	-1.379851125	7.17937631	-16.21046795	3.07E-49	1.34E-47	101.1336823
DNASE1L3	-3.724613105	0.750548069	-16.20771917	3.17E-49	1.37E-47	101.1028073
HMMR	2.718726019	3.239223757	16.20414655	3.30E-49	1.43E-47	101.0626816
RILPL2	-1.407320571	4.709802238	-16.1809791	4.28E-49	1.85E-47	100.8025613
COX4I2	-2.454081232	1.857737397	-16.17270614	4.70E-49	2.02E-47	100.7097088
BCL6B	-1.79613716	3.695635889	-16.17085884	4.80E-49	2.06E-47	100.688978
SNX22	-1.970131449	2.577099162	-16.16286303	5.26E-49	2.25E-47	100.5992576
FAM136A	1.136099525	5.458237582	16.15974006	5.45E-49	2.32E-47	100.5642197
FLI1	-1.810222179	4.448658294	-16.15465503	5.77E-49	2.45E-47	100.5071743
CDC45	2.798972841	2.693575426	16.15213925	5.93E-49	2.51E-47	100.478954
PKNOX2	-2.817216481	1.576281467	-16.14877417	6.16E-49	2.60E-47	100.4412096
EPM2A	-1.277812194	2.076986077	-16.1356142	7.15E-49	3.01E-47	100.2936304
CFP	-2.352365154	1.712218241	-16.09315003	1.15E-48	4.85E-47	99.81774725
TRHDE	-4.162646413	-0.672788482	-16.09230964	1.16E-48	4.88E-47	99.80833429
MKI67	2.835747508	5.54057777	16.01457432	2.79E-48	1.17E-46	98.93847481
CORO2B	-2.502281715	1.468415183	-16.0058014	3.08E-48	1.28E-46	98.84041038
NDC80	2.732179066	2.872833278	16.00365814	3.16E-48	1.31E-46	98.81645613
C1orf74	1.148816561	2.514499229	16.00092694	3.26E-48	1.35E-46	98.78593253
FAM162B	-2.451507521	1.05096949	-15.9898756	3.69E-48	1.52E-46	98.662445
PRKG2	-3.09032049	0.910200724	-15.98216731	4.02E-48	1.66E-46	98.57633278
FOXM1	2.951526111	4.321945601	15.96414997	4.92E-48	2.02E-46	98.37511891
ADGRE3	-2.975476364	-0.369240044	-15.94176192	6.33E-48	2.59E-46	98.12522017
PLCL1	-1.912604153	2.105272031	-15.94103052	6.38E-48	2.61E-46	98.11705854
MYBL2	3.62333635	4.610512766	15.92931321	7.28E-48	2.97E-46	97.98632649
CKAP2L	2.75990499	2.730364081	15.9154396	8.50E-48	3.46E-46	97.8315862
AFAP1L1	-1.759366962	3.671573256	-15.9118032	8.86E-48	3.59E-46	97.79103635
RASGRP4	-2.140409831	1.542202375	-15.90405666	9.66E-48	3.91E-46	97.70466633
IGSF10	-3.584675349	2.230235332	-15.88738598	1.16E-47	4.69E-46	97.51885392
MCM10	3.041630852	2.392359014	15.8777331	1.30E-47	5.21E-46	97.41129835
GINS2	2.523454593	2.945305985	15.87215276	1.38E-47	5.53E-46	97.34913231
ST6GALNAC6	-1.427727039	5.875775666	-15.86556414	1.49E-47	5.94E-46	97.27574534
NCAPG	2.855455123	3.170291015	15.85663171	1.64E-47	6.54E-46	97.17627157
ACADL	-4.169399119	1.109125439	-15.85591133	1.66E-47	6.58E-46	97.1682502
QKI	-1.423238912	6.72998877	-15.8540714	1.69E-47	6.70E-46	97.14776347
ANGPTL1	-2.889834838	1.061511691	-15.8431822	1.91E-47	7.55E-46	97.02653738
CBX7	-1.825126142	4.680444527	-15.80871118	2.81E-47	1.11E-45	96.64300502
MS4A7	-2.401987489	4.979196168	-15.80826909	2.82E-47	1.11E-45	96.63808845
ABI3BP	-2.961525886	4.550763821	-15.80779587	2.84E-47	1.11E-45	96.63282568
POLQ	2.848181856	1.966674515	15.80394955	2.96E-47	1.16E-45	96.59005282
MYO7A	1.917922429	3.775572281	15.79937588	3.12E-47	1.22E-45	96.53919694
ADCY4	-1.803042305	3.071352978	-15.79853337	3.15E-47	1.22E-45	96.52982945
SH3GL2	-3.70835602	-1.603566858	-15.79712616	3.20E-47	1.24E-45	96.51418379
LDLR	-2.055783	6.608822326	-15.79646853	3.22E-47	1.25E-45	96.50687244
LRRC2	-2.660069828	-0.150133184	-15.7877914	3.55E-47	1.37E-45	96.41041282
MME	-3.474175046	3.508424463	-15.78013683	3.87E-47	1.49E-45	96.32533849
ADRB1	-3.919074388	1.248936959	-15.7767733	4.02E-47	1.54E-45	96.28796097
CENPA	3.083282831	1.837439622	15.77334054	4.17E-47	1.60E-45	96.24981738
METTL7A	-2.154168146	6.143587705	-15.7719318	4.24E-47	1.62E-45	96.23416508
SYNC	-2.037245712	1.166557239	-15.74149053	5.96E-47	2.27E-45	95.89607461
PKHD1L1	-3.313753845	0.090971535	-15.72570576	7.11E-47	2.70E-45	95.72086954
PDIA4	1.620128735	8.623567084	15.72452369	7.20E-47	2.73E-45	95.70775194
CLDN18	-6.852285474	3.906699786	-15.72244227	7.37E-47	2.79E-45	95.68465511
PKMYT1	2.715351382	2.899103377	15.7172133	7.81E-47	2.95E-45	95.62663643
AGTPBP1	-1.261116236	4.262319212	-15.7170287	7.83E-47	2.95E-45	95.62458827
CDCA2	2.61755526	1.95503799	15.70010315	9.46E-47	3.55E-45	95.43684432
NCAPH	2.668937505	3.125770906	15.69688047	9.80E-47	3.67E-45	95.40110674
SYNPO	-1.892105379	6.872694463	-15.68528207	1.12E-46	4.17E-45	95.27251256
FAM111B	2.486707959	2.987258522	15.67499355	1.25E-46	4.66E-45	95.1584742
ADGRE1	-3.108433139	0.817856083	-15.67082165	1.31E-46	4.87E-45	95.11224154
BRIP1	2.353019636	2.440566438	15.66760133	1.36E-46	5.04E-45	95.07655774
MFAP4	-3.164307576	6.118763352	-15.66282246	1.43E-46	5.30E-45	95.02360947
SPC24	2.386853385	2.546926006	15.64918824	1.67E-46	6.15E-45	94.8725838
TOM1L2	-1.440967742	5.566408534	-15.64339333	1.78E-46	6.55E-45	94.80841042
CHAF1B	1.732122089	3.405007231	15.61014883	2.58E-46	9.46E-45	94.44044926
SPARCL1	-2.11234788	7.281465454	-15.59563408	3.03E-46	1.11E-44	94.27989775
PI16	-3.773393208	-0.602278924	-15.59340139	3.10E-46	1.13E-44	94.25520691
F8	-1.766650854	4.110642486	-15.57402017	3.85E-46	1.40E-44	94.04093648
CALCOCO1	-1.294130461	6.27493976	-15.56715577	4.16E-46	1.51E-44	93.96507355
INPP5K	-1.13123659	5.399856205	-15.55829254	4.59E-46	1.66E-44	93.86714092
E2F3	1.34397976	4.713908542	15.54561311	5.28E-46	1.91E-44	93.72708272
AGMAT	2.307115167	1.292459568	15.51441223	7.47E-46	2.70E-44	93.38264012
TMEM182	1.449687666	2.892421761	15.50785405	8.03E-46	2.89E-44	93.31027819
CD34	-1.752377348	5.564990522	-15.49893126	8.87E-46	3.18E-44	93.21184634
TTK	2.827843102	2.632951001	15.49832421	8.93E-46	3.19E-44	93.20515047
HMGB3	2.95705339	7.298177434	15.48434762	1.04E-45	3.72E-44	93.05101847
IQANK1	2.12631449	4.883391882	15.47626284	1.14E-45	4.06E-44	92.96188752
CCNA2	2.56540065	3.699450237	15.4740678	1.17E-45	4.15E-44	92.93769164
GNAQ	-1.233624256	6.544834145	-15.46981323	1.22E-45	4.33E-44	92.89079771
FPR2	-3.270977452	1.156788311	-15.46458968	1.30E-45	4.57E-44	92.8332313
ABCG2	-2.173798754	2.166505384	-15.46446325	1.30E-45	4.57E-44	92.831838
FERMT2	-1.459257	5.58883809	-15.46126038	1.35E-45	4.73E-44	92.79654482
EME1	2.375993001	1.583647901	15.45745284	1.40E-45	4.92E-44	92.75459257
ST6GALNAC3	-2.221296266	1.375365524	-15.45396791	1.46E-45	5.10E-44	92.71619886
KAT2A	1.586812439	5.818229692	15.44822362	1.56E-45	5.42E-44	92.65292162
GIMAP7	-1.993818236	3.643837675	-15.44229466	1.66E-45	5.78E-44	92.58762069
MFNG	-1.661954206	4.053792489	-15.43488108	1.80E-45	6.26E-44	92.50598323
GPM6B	-2.308246834	3.02708485	-15.43049986	1.89E-45	6.55E-44	92.45774566
ABCA12	4.435630905	2.173173265	15.42604571	1.99E-45	6.87E-44	92.40871117
DES	-3.872264524	2.809596147	-15.41728024	2.19E-45	7.55E-44	92.31223223
DNA2	2.004888406	2.742550009	15.41070616	2.36E-45	8.10E-44	92.23988867
SEC14L3	-3.687659597	-1.83296538	-15.39931071	2.67E-45	9.15E-44	92.11452038
P2RY1	-1.917190292	2.604642886	-15.38953087	2.98E-45	1.02E-43	92.00695813
PRC1	2.229944243	4.523026995	15.38854465	3.01E-45	1.03E-43	91.99611296
NHSL1	-1.974334102	4.526586684	-15.36628285	3.85E-45	1.31E-43	91.75138589
CD52	-2.578872619	5.13237977	-15.36334128	3.98E-45	1.35E-43	91.71906025
AMOTL1	-1.961752027	5.297348872	-15.35340403	4.44E-45	1.50E-43	91.60987688
CCL23	-2.919322848	-0.130833327	-15.34347892	4.96E-45	1.67E-43	91.50085749
TNXB	-3.302163845	4.081554759	-15.33544077	5.42E-45	1.83E-43	91.41258712
RETN	-3.950053679	0.064755951	-15.33299287	5.57E-45	1.87E-43	91.38570963
MYADM	-1.980550231	7.070616492	-15.32347597	6.18E-45	2.07E-43	91.28123359
RECK	-1.67623638	3.434543532	-15.32335901	6.19E-45	2.07E-43	91.27994985
TFR2	2.441793428	1.156918774	15.31983731	6.44E-45	2.15E-43	91.24129603
HELLS	2.11343186	3.52182309	15.29844679	8.15E-45	2.72E-43	91.0065989
SIX4	2.20333059	3.766711957	15.29782369	8.21E-45	2.73E-43	90.9997643
PERM1	2.514944693	1.074794091	15.2911094	8.84E-45	2.93E-43	90.92612567
SELP	-2.587994591	2.762037415	-15.28903918	9.04E-45	2.99E-43	90.90342354
MSRB3	-2.067300017	4.484162681	-15.28274679	9.69E-45	3.20E-43	90.83442892
SLIT3	-2.926421649	4.633154663	-15.2815055	9.83E-45	3.24E-43	90.82081984
SLC14A1	-3.031620157	0.612481968	-15.28094713	9.89E-45	3.25E-43	90.81469829
ADAMTSL3	-2.752883339	2.479477414	-15.27355221	1.07E-44	3.52E-43	90.73363465
KNTC1	1.915144518	4.521245719	15.27177675	1.09E-44	3.58E-43	90.71417443
CRYAB	-2.308062093	3.203090285	-15.26347868	1.20E-44	3.92E-43	90.62323535
KDELR3	2.029084168	5.285370726	15.26177841	1.22E-44	3.98E-43	90.60460472
CDCA5	2.633392903	3.822242275	15.25879104	1.26E-44	4.11E-43	90.57187276
ADAMTS1	-2.386852073	5.165048541	-15.22560375	1.82E-44	5.91E-43	90.2084361
ORC1	2.408545513	2.270157397	15.20209685	2.36E-44	7.62E-43	89.9512201
GRHL3	2.897741921	0.957087046	15.18827608	2.74E-44	8.85E-43	89.80007273
RBMS2	-1.304605406	6.143501896	-15.18719776	2.78E-44	8.94E-43	89.78828249
PSAT1	3.00148734	3.924877518	15.1658493	3.51E-44	1.12E-42	89.5549368
PTPRH	4.350259145	2.525116408	15.15961622	3.76E-44	1.20E-42	89.48683446
RNF144B	-1.870347375	5.088989279	-15.15189449	4.09E-44	1.30E-42	89.4024845
PIP5K1B	-2.838463905	2.753605351	-15.14711396	4.31E-44	1.37E-42	89.35027288
HROB	2.298854375	2.155083695	15.13539116	4.91E-44	1.56E-42	89.22227047
PCDH12	-1.724412191	4.223276816	-15.13139012	5.13E-44	1.62E-42	89.17859277
DONSON	1.391526262	3.733276064	15.12919861	5.25E-44	1.66E-42	89.15467117
HSPB6	-3.114056917	2.434972297	-15.10043706	7.20E-44	2.27E-42	88.84086457
RAB26	2.848536974	1.042079154	15.0997726	7.26E-44	2.28E-42	88.83361807
CCNF	1.738332951	3.953303179	15.0969233	7.49E-44	2.35E-42	88.80254545
CELSR3	2.833025072	3.325201889	15.0963794	7.53E-44	2.36E-42	88.79661433
ESCO2	2.351043633	1.853484713	15.08933151	8.14E-44	2.54E-42	88.71976711
TFAP2A	3.417571463	2.930954467	15.08692865	8.35E-44	2.61E-42	88.693571
RADIL	-2.802409382	1.12468055	-15.08627755	8.41E-44	2.62E-42	88.68647297
GHR	-2.443134776	1.00133917	-15.08260647	8.76E-44	2.72E-42	88.64645507
SIGLEC11	-2.616577101	-0.163034279	-15.08171536	8.84E-44	2.74E-42	88.63674181
DAPK2	-2.224281607	4.200306321	-15.07992749	9.02E-44	2.79E-42	88.61725462
ESPL1	2.739547701	3.163037773	15.07608682	9.41E-44	2.90E-42	88.57539595
GGCT	1.534066216	5.454202401	15.0703492	1.00E-43	3.09E-42	88.51287171
C5AR1	-2.125272778	4.593047422	-15.0674544	1.03E-43	3.18E-42	88.48133039
CCNE1	2.68875845	2.337471396	15.06619804	1.05E-43	3.22E-42	88.46764215
TFAP4	1.265378842	3.785084917	15.06599718	1.05E-43	3.22E-42	88.46545371
OLR1	-2.978314963	4.794174507	-15.06413965	1.07E-43	3.28E-42	88.44521671
PHKA1	1.532500245	4.413351731	15.06383023	1.08E-43	3.28E-42	88.44184575
KNL1	2.326613657	2.873241248	15.05406366	1.20E-43	3.65E-42	88.33546218
ENG	-1.708312633	7.153671453	-15.05019913	1.25E-43	3.80E-42	88.29337579
KIAA1324L	-2.378746424	4.11194212	-15.04719044	1.29E-43	3.91E-42	88.26061315
MYL9	-1.928958613	7.216596804	-15.03967548	1.40E-43	4.24E-42	88.17879324
GPRIN1	2.350645386	2.797299741	15.02177953	1.71E-43	5.15E-42	87.98402301
ANXA8L1	-3.797377481	-0.211402089	-15.01341555	1.87E-43	5.63E-42	87.89302953
ITM2A	-2.165962514	4.092224558	-15.00844064	1.97E-43	5.94E-42	87.83891731
DOCK4	-1.701920157	4.883983101	-15.00613381	2.02E-43	6.08E-42	87.81382858
PRAM1	-2.347274745	2.310603437	-15.00322868	2.09E-43	6.26E-42	87.78223522
KIF15	2.328964647	2.468633318	14.99957025	2.17E-43	6.50E-42	87.74245377
GFOD1	-1.93265338	3.073637844	-14.99150283	2.38E-43	7.09E-42	87.6547447
F11	-4.235480164	-0.788883101	-14.98891049	2.44E-43	7.28E-42	87.6265652
GAS6	-2.020073864	6.554967572	-14.98244061	2.62E-43	7.80E-42	87.5562455
ST6GALNAC5	-2.647006528	2.642374869	-14.9793034	2.71E-43	8.05E-42	87.52215273
PLEK2	2.334093546	3.634273906	14.97901459	2.72E-43	8.06E-42	87.51901438
LGALSL	-1.951076749	4.304483665	-14.97385741	2.88E-43	8.51E-42	87.46297768
ASF1B	2.179135474	3.758098794	14.96399882	3.21E-43	9.46E-42	87.35588088
NEIL3	3.219628625	1.133305163	14.96362678	3.22E-43	9.48E-42	87.35183986
BCHE	-2.995225977	0.992044271	-14.95895355	3.39E-43	9.94E-42	87.30108486
MFAP3L	-2.483524246	1.709232719	-14.95681143	3.47E-43	1.02E-41	87.27782213
DLC1	-2.629677862	6.072849405	-14.95495119	3.54E-43	1.03E-41	87.25762181
MCM4	1.949785563	6.057585696	14.94878072	3.79E-43	1.10E-41	87.19062478
DUOX1	-3.444643012	4.820474406	-14.94586045	3.91E-43	1.14E-41	87.15892167
OSCAR	-2.479190328	3.349029741	-14.93587165	4.36E-43	1.27E-41	87.05050251
SFTPC	-8.431788729	7.049990205	-14.93188475	4.56E-43	1.32E-41	87.00723761
SLC2A1	2.957093884	6.519747143	14.92123333	5.12E-43	1.48E-41	86.89167662
CDCA7	2.857438709	3.935387013	14.91478376	5.49E-43	1.59E-41	86.82172118
DENND2A	-1.998181945	3.052579228	-14.9109276	5.73E-43	1.65E-41	86.77990178
E2F2	2.176918659	2.304127452	14.90739337	5.95E-43	1.71E-41	86.74157805
ATP10B	4.267309736	2.091578832	14.9009913	6.38E-43	1.83E-41	86.67216708
PLA2G4F	-3.517130715	3.300702614	-14.9002362	6.44E-43	1.84E-41	86.66398129
TICRR	2.480874707	1.880896945	14.88766469	7.38E-43	2.11E-41	86.52772424
CASQ2	-3.072462981	-0.454265478	-14.88029872	8.00E-43	2.28E-41	86.44791221
C1orf162	-1.967094843	4.277978807	-14.86770578	9.18E-43	2.61E-41	86.3115064
CXCR2	-2.7455648	0.521120914	-14.86716289	9.23E-43	2.63E-41	86.30562706
ATIC	1.171535498	6.478267827	14.86619313	9.33E-43	2.65E-41	86.29512507
FANCA	1.729965796	3.660012293	14.86470873	9.48E-43	2.69E-41	86.27905035
SEPTIN4	-1.596401053	3.171253895	-14.86329785	9.63E-43	2.72E-41	86.26377256
MSR1	-2.633185451	5.725815227	-14.84957902	1.12E-42	3.16E-41	86.11525149
GJB2	3.749160657	3.762775572	14.84806735	1.14E-42	3.20E-41	86.09888996
KLF13	-1.437472437	6.594037504	-14.82948236	1.39E-42	3.91E-41	85.8977973
SLC35F2	1.771416802	5.093328465	14.82705726	1.43E-42	4.01E-41	85.87156592
PBK	2.946585743	2.367283214	14.8262246	1.44E-42	4.04E-41	85.86255976
ACE	-1.921732093	5.214446925	-14.8229557	1.49E-42	4.18E-41	85.82720523
TBX2	-2.037907277	4.548377736	-14.81365242	1.65E-42	4.61E-41	85.72660603
JDP2	-1.395456966	4.901260283	-14.81260325	1.67E-42	4.66E-41	85.71526291
ABHD6	-1.303277965	3.015329348	-14.81125407	1.70E-42	4.72E-41	85.70067674
NIM1K	-2.706183249	0.158366095	-14.80561337	1.80E-42	5.01E-41	85.63970082
TNFRSF21	1.815593638	7.292673867	14.8051535	1.81E-42	5.02E-41	85.63473013
DCC	-3.002608598	0.200391527	-14.79985561	1.92E-42	5.31E-41	85.57747063
RHBDL2	2.335434652	2.857909423	14.79974265	1.92E-42	5.31E-41	85.57624988
C1orf198	-1.274108952	6.858865759	-14.79656067	1.99E-42	5.49E-41	85.5418637
BLM	1.858067034	2.74092511	14.78244677	2.32E-42	6.38E-41	85.3893826
CD300C	-2.341377386	1.644183101	-14.77573771	2.50E-42	6.85E-41	85.31692413
POLE2	2.02668391	2.217606865	14.77214084	2.60E-42	7.11E-41	85.27808393
CNRIP1	-1.603691219	2.860023317	-14.77041704	2.65E-42	7.24E-41	85.25947123
CPB2	-5.0423506	0.646176051	-14.75592051	3.10E-42	8.46E-41	85.10298542
BDNF	-3.315163196	0.333638655	-14.75056208	3.28E-42	8.95E-41	85.04516077
MTMR10	-1.199025911	4.601763411	-14.75035974	3.29E-42	8.95E-41	85.0429774
RNF182	-2.912116936	-0.20392852	-14.73903819	3.72E-42	1.01E-40	84.92083553
ZNF423	-2.011110442	1.74787041	-14.73690475	3.81E-42	1.03E-40	84.89782393
A2M	-2.143176577	9.963053843	-14.72729372	4.23E-42	1.14E-40	84.79417701
ITPRIP	-1.652787513	5.097567618	-14.72654507	4.26E-42	1.15E-40	84.78610472
C11orf80	1.35992016	4.341486129	14.71114194	5.03E-42	1.36E-40	84.62006437
MARCO	-4.003163536	5.134816771	-14.70159027	5.58E-42	1.50E-40	84.51714144
PDE5A	-1.808309673	4.323180994	-14.69119739	6.25E-42	1.68E-40	84.40518949
FANCI	1.767403688	4.571098393	14.67417863	7.51E-42	2.02E-40	84.22194359
CFD	-2.838685276	4.223670335	-14.66261213	8.52E-42	2.28E-40	84.09746039
CPED1	-2.33808262	3.283901237	-14.66039982	8.72E-42	2.33E-40	84.07365592
DKK2	-2.478725792	1.84204916	-14.65886749	8.87E-42	2.37E-40	84.05716899
LATS2	-1.207736806	4.832206322	-14.64664832	1.01E-41	2.70E-40	83.92572729
PIMREG	2.738596704	1.907634161	14.64532809	1.03E-41	2.73E-40	83.9115287
SOX4	1.600955933	7.61662494	14.64483168	1.03E-41	2.74E-40	83.90619013
CSTF2	1.029451677	4.348717294	14.64238217	1.06E-41	2.81E-40	83.87984842
UNC5CL	2.71524474	3.275101098	14.64079075	1.08E-41	2.85E-40	83.86273556
KIAA0040	-1.261313871	5.635624001	-14.6283943	1.23E-41	3.26E-40	83.72946456
GLDN	-2.887967076	2.292281288	-14.61764346	1.39E-41	3.65E-40	83.61392794
ZNF106	-1.349943337	6.158222488	-14.61478879	1.43E-41	3.76E-40	83.58325625
CTIF	-1.250130801	4.853318416	-14.60941641	1.51E-41	3.98E-40	83.52554102
FZD4	-1.733727885	4.89320739	-14.60563254	1.58E-41	4.14E-40	83.484897
KCNAB1	-1.812420489	1.559587661	-14.60379974	1.61E-41	4.21E-40	83.46521197
CTNNAL1	-1.443813013	5.196137158	-14.5999273	1.68E-41	4.38E-40	83.42362421
PDZD2	-2.751372069	4.365967184	-14.58996024	1.87E-41	4.87E-40	83.31660776
DNASE2B	-3.014694787	-1.079003273	-14.57955965	2.09E-41	5.44E-40	83.20497323
SYNJ2	1.485634387	4.659096627	14.57745856	2.14E-41	5.56E-40	83.18242583
FGF2	-2.423040578	1.865089792	-14.5713488	2.29E-41	5.93E-40	83.11686884
CBLC	2.773197793	3.603814616	14.56629967	2.41E-41	6.25E-40	83.0627021
MARCKSL1	1.832310909	7.306475563	14.56307717	2.50E-41	6.46E-40	83.02813604
RSPO2	-3.724036017	-0.322084172	-14.55346088	2.77E-41	7.15E-40	82.9250086
FRMD4A	-1.405970138	3.6530504	-14.5502963	2.87E-41	7.39E-40	82.89107797
TONSL	1.888519324	4.103980854	14.54624886	3.00E-41	7.71E-40	82.84768633
GPBAR1	-2.054262002	-0.026943551	-14.54405594	3.07E-41	7.88E-40	82.82417899
SLC24A4	-2.377209788	0.058785854	-14.53814173	3.27E-41	8.38E-40	82.760789
RXRG	-3.498098162	-0.469802202	-14.53612803	3.34E-41	8.55E-40	82.73920846
VEPH1	-3.529214431	3.317200121	-14.53074529	3.54E-41	9.05E-40	82.68152942
EML1	-1.917516438	3.544673945	-14.51770396	4.08E-41	1.04E-39	82.54182644
CENPU	2.11998606	3.502345749	14.5176916	4.08E-41	1.04E-39	82.5416941
SYN2	-2.906328286	-1.017920769	-14.50951715	4.45E-41	1.13E-39	82.45415716
MAMDC2	-3.383574875	2.865549601	-14.5041441	4.72E-41	1.20E-39	82.39663211
H2BC5	2.299975746	3.823470729	14.50200635	4.83E-41	1.22E-39	82.37374779
TRAIP	1.626595252	2.081392124	14.50042539	4.91E-41	1.24E-39	82.35682485
ANGPT1	-2.69431525	3.257230836	-14.49381213	5.27E-41	1.33E-39	82.28604442
FBLN5	-2.155994575	5.396196184	-14.4870859	5.67E-41	1.43E-39	82.21407085
PHACTR2	-1.629771562	5.249347076	-14.48390769	5.87E-41	1.48E-39	82.18006807
ITGA8	-2.467929621	3.873401152	-14.48222169	5.97E-41	1.50E-39	82.16203152
SLC5A9	-3.156204301	0.504185275	-14.47947253	6.15E-41	1.54E-39	82.13262363
KLF4	-2.573665888	4.826320308	-14.46742753	7.00E-41	1.75E-39	82.00380915
DPYSL2	-1.770162316	7.24430928	-14.46575872	7.13E-41	1.78E-39	81.9859662
SKA1	2.5855726	1.825799956	14.45325834	8.16E-41	2.04E-39	81.85234325
NARF	1.17138437	6.03341144	14.45032076	8.42E-41	2.10E-39	81.82095001
FAM189A1	-2.915421519	-0.592318131	-14.44808015	8.63E-41	2.15E-39	81.79700727
FANCD2	1.437462572	3.753031753	14.44199639	9.21E-41	2.29E-39	81.73200606
C20orf194	-1.323712882	4.537421556	-14.40777532	1.33E-40	3.30E-39	81.3666208
ADGRL2	-2.074857153	5.141920867	-14.40388147	1.39E-40	3.43E-39	81.32507179
VSIG4	-2.762909882	5.340100661	-14.38212011	1.75E-40	4.32E-39	81.09296898
CDT1	2.45919379	3.417667979	14.36881315	2.02E-40	4.97E-39	80.95112294
PTH1R	-2.213602476	1.112414942	-14.36769826	2.04E-40	5.02E-39	80.93924157
