EnsemblID	Gene	Species	Gene Name
ENSG00000129657	SEC14L1	Homo sapiens	SEC14 like lipid binding 1(SEC14L1)
ENSG00000129654	FOXJ1	Homo sapiens	forkhead box J1(FOXJ1)
ENSG00000106992	AK1	Homo sapiens	adenylate kinase 1(AK1)
ENSG00000104365	IKBKB	Homo sapiens	inhibitor of nuclear factor kappa B kinase subunit beta(IKBKB)
ENSG00000131941	RHPN2	Homo sapiens	rhophilin Rho GTPase binding protein 2(RHPN2)
ENSG00000180871	CXCR2	Homo sapiens	C-X-C motif chemokine receptor 2(CXCR2)
ENSG00000177225	GATD1	Homo sapiens	glutamine amidotransferase class 1 domain containing 1(GATD1)
ENSG00000248905	FMN1	Homo sapiens	formin 1(FMN1)
ENSG00000004838	ZMYND10	Homo sapiens	zinc finger MYND-type containing 10(ZMYND10)
ENSG00000186185	KIF18B	Homo sapiens	kinesin family member 18B(KIF18B)
ENSG00000090905	TNRC6A	Homo sapiens	trinucleotide repeat containing adaptor 6A(TNRC6A)
ENSG00000143933	CALM2	Homo sapiens	calmodulin 2(CALM2)
ENSG00000169607	CKAP2L	Homo sapiens	cytoskeleton associated protein 2 like(CKAP2L)
ENSG00000125266	EFNB2	Homo sapiens	ephrin B2(EFNB2)
ENSG00000104361	NIPAL2	Homo sapiens	NIPA like domain containing 2(NIPAL2)
ENSG00000166578	IQCD	Homo sapiens	IQ motif containing D(IQCD)
ENSG00000169604	ANTXR1	Homo sapiens	ANTXR cell adhesion molecule 1(ANTXR1)
ENSG00000103021	CFAP263	Homo sapiens	cilia and flagella associated protein 263(CFAP263)
ENSG00000146192	FGD2	Homo sapiens	FYVE, RhoGEF and PH domain containing 2(FGD2)
ENSG00000178567	EPM2AIP1	Homo sapiens	EPM2A interacting protein 1(EPM2AIP1)
ENSG00000178562	CD28	Homo sapiens	CD28 molecule(CD28)
ENSG00000198157	HMGN5	Homo sapiens	high mobility group nucleosome binding domain 5(HMGN5)
ENSG00000000460	FIRRM	Homo sapiens	FIGNL1 interacting regulator of recombination and mitosis(FIRRM)
ENSG00000155903	RASA2	Homo sapiens	RAS p21 protein activator 2(RASA2)
ENSG00000116337	AMPD2	Homo sapiens	adenosine monophosphate deaminase 2(AMPD2)
ENSG00000178568	ERBB4	Homo sapiens	erb-b2 receptor tyrosine kinase 4(ERBB4)
ENSG00000138587	MNS1	Homo sapiens	meiosis specific nuclear structural 1(MNS1)
ENSG00000256525	POLG2	Homo sapiens	DNA polymerase gamma 2, accessory subunit(POLG2)
ENSG00000010810	FYN	Homo sapiens	FYN proto-oncogene, Src family tyrosine kinase(FYN)
ENSG00000232573	RPL3P4	Homo sapiens	ribosomal protein L3 pseudogene 4(RPL3P4)
ENSG00000180875	GREM2	Homo sapiens	gremlin 2, DAN family BMP antagonist(GREM2)
ENSG00000099308	MAST3	Homo sapiens	microtubule associated serine/threonine kinase 3(MAST3)
ENSG00000090971	NAT14	Homo sapiens	N-acetyltransferase 14 (putative)(NAT14)
ENSG00000117616	RSRP1	Homo sapiens	arginine and serine rich protein 1(RSRP1)
ENSG00000076662	ICAM3	Homo sapiens	intercellular adhesion molecule 3(ICAM3)
ENSG00000105639	JAK3	Homo sapiens	Janus kinase 3(JAK3)
ENSG00000064687	ABCA7	Homo sapiens	ATP binding cassette subfamily A member 7(ABCA7)
ENSG00000166596	CFAP52	Homo sapiens	cilia and flagella associated protein 52(CFAP52)
ENSG00000216490	IFI30	Homo sapiens	IFI30 lysosomal thiol reductase(IFI30)
ENSG00000166592	RRAD	Homo sapiens	RRAD, Ras related glycolysis inhibitor and calcium channel regulator(RRAD)
ENSG00000165264	NDUFB6	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B6(NDUFB6)
ENSG00000149212	SESN3	Homo sapiens	sestrin 3(SESN3)
ENSG00000254772	EEF1G	Homo sapiens	eukaryotic translation elongation factor 1 gamma(EEF1G)
ENSG00000198182	ZNF607	Homo sapiens	zinc finger protein 607(ZNF607)
ENSG00000240137	ERICH6-AS1	Homo sapiens	ERICH6 antisense RNA 1(ERICH6-AS1)
ENSG00000183914	DNAH2	Homo sapiens	dynein axonemal heavy chain 2(DNAH2)
ENSG00000064692	SNCAIP	Homo sapiens	synuclein alpha interacting protein(SNCAIP)
ENSG00000241468	ATP5MF	Homo sapiens	ATP synthase membrane subunit f(ATP5MF)
ENSG00000183918	SH2D1A	Homo sapiens	SH2 domain containing 1A(SH2D1A)
ENSG00000117602	RCAN3	Homo sapiens	RCAN family member 3(RCAN3)
ENSG00000261052	SULT1A3	Homo sapiens	sulfotransferase family 1A member 3(SULT1A3)
ENSG00000113240	CLK4	Homo sapiens	CDC like kinase 4(CLK4)
ENSG00000118965	WDR35	Homo sapiens	WD repeat domain 35(WDR35)
ENSG00000186198	SLC51B	Homo sapiens	SLC51 subunit beta(SLC51B)
ENSG00000165275	TRMT10B	Homo sapiens	tRNA methyltransferase 10B(TRMT10B)
ENSG00000273061	CDC37L1-DT	Homo sapiens	CDC37L1 divergent transcript(CDC37L1-DT)
ENSG00000221866	PLXNA4	Homo sapiens	plexin A4(PLXNA4)
ENSG00000140876	NUDT7	Homo sapiens	nudix hydrolase 7(NUDT7)
ENSG00000149201	CCDC81	Homo sapiens	coiled-coil domain containing 81(CCDC81)
ENSG00000101265	RASSF2	Homo sapiens	Ras association domain family member 2(RASSF2)
ENSG00000076641	PAG1	Homo sapiens	phosphoprotein membrane anchor with glycosphingolipid microdomains 1(PAG1)
ENSG00000171962	DRC3	Homo sapiens	dynein regulatory complex subunit 3(DRC3)
ENSG00000261087	ZNNT1	Homo sapiens	ZNF706 neighboring transcript 1(ZNNT1)
ENSG00000117632	STMN1	Homo sapiens	stathmin 1(STMN1)
ENSG00000113273	ARSB	Homo sapiens	arylsulfatase B(ARSB)
ENSG00000168314	MOBP	Homo sapiens	myelin associated oligodendrocyte basic protein(MOBP)
ENSG00000007062	PROM1	Homo sapiens	prominin 1(PROM1)
ENSG00000168310	IRF2	Homo sapiens	interferon regulatory factor 2(IRF2)
ENSG00000165283	STOML2	Homo sapiens	stomatin like 2(STOML2)
ENSG00000182621	PLCB1	Homo sapiens	phospholipase C beta 1(PLCB1)
ENSG00000182621	LOC105372522	Homo sapiens	uncharacterized LOC105372522(LOC105372522)
ENSG00000198198	SZT2	Homo sapiens	SZT2 subunit of KICSTOR complex(SZT2)
ENSG00000126561	STAT5A	Homo sapiens	signal transducer and activator of transcription 5A(STAT5A)
ENSG00000245849	RAD51-AS1	Homo sapiens	RAD51 antisense RNA 1(RAD51-AS1)
ENSG00000241489	IDS	Homo sapiens	iduronate 2-sulfatase(IDS)
ENSG00000077984	CST7	Homo sapiens	cystatin F(CST7)
ENSG00000017483	SLC38A5	Homo sapiens	solute carrier family 38 member 5(SLC38A5)
ENSG00000134186	PRPF38B	Homo sapiens	pre-mRNA processing factor 38B(PRPF38B)
ENSG00000028137	TNFRSF1B	Homo sapiens	TNF receptor superfamily member 1B(TNFRSF1B)
ENSG00000204482	LST1	Homo sapiens	leukocyte specific transcript 1(LST1)
ENSG00000113263	ITK	Homo sapiens	IL2 inducible T cell kinase(ITK)
ENSG00000159461	AMFR	Homo sapiens	autocrine motility factor receptor(AMFR)
ENSG00000140853	NLRC5	Homo sapiens	NLR family CARD domain containing 5(NLRC5)
ENSG00000105640	RPL18A	Homo sapiens	ribosomal protein L18a(RPL18A)
ENSG00000266714	MYO15B	Homo sapiens	myosin XVB(MYO15B)
ENSG00000169660	HEXD	Homo sapiens	hexosaminidase D(HEXD)
ENSG00000158122	PRXL2C	Homo sapiens	peroxiredoxin like 2C(PRXL2C)
ENSG00000115875	SRSF7	Homo sapiens	serine and arginine rich splicing factor 7(SRSF7)
ENSG00000099341	PSMD8	Homo sapiens	proteasome 26S subunit, non-ATPase 8(PSMD8)
ENSG00000109193	SULT1E1	Homo sapiens	sulfotransferase family 1E member 1(SULT1E1)
ENSG00000155096	AZIN1	Homo sapiens	antizyme inhibitor 1(AZIN1)
ENSG00000087365	SF3B2	Homo sapiens	splicing factor 3b subunit 2(SF3B2)
ENSG00000127863	TNFRSF19	Homo sapiens	TNF receptor superfamily member 19(TNFRSF19)
ENSG00000182628	SKA2	Homo sapiens	spindle and kinetochore associated complex subunit 2(SKA2)
ENSG00000158113	LRRC43	Homo sapiens	leucine rich repeat containing 43(LRRC43)
ENSG00000169679	BUB1	Homo sapiens	BUB1 mitotic checkpoint serine/threonine kinase(BUB1)
ENSG00000155085	AK9	Homo sapiens	adenylate kinase 9(AK9)
ENSG00000122188	LAX1	Homo sapiens	lymphocyte transmembrane adaptor 1(LAX1)
ENSG00000221821	PEX39	Homo sapiens	peroxisomal biogenesis factor 39(PEX39)
ENSG00000078403	MLLT10	Homo sapiens	MLLT10 histone lysine methyltransferase DOT1L cofactor(MLLT10)
ENSG00000101222	SPEF1	Homo sapiens	sperm flagellar 1(SPEF1)
ENSG00000183963	SMTN	Homo sapiens	smoothelin(SMTN)
ENSG00000181322	NME9	Homo sapiens	NME/NM23 family member 9(NME9)
ENSG00000105612	DNASE2	Homo sapiens	deoxyribonuclease 2, lysosomal(DNASE2)
ENSG00000143093	STRIP1	Homo sapiens	striatin interacting protein 1(STRIP1)
ENSG00000168350	DEGS2	Homo sapiens	delta 4-desaturase, sphingolipid 2(DEGS2)
ENSG00000134138	MEIS2	Homo sapiens	Meis homeobox 2(MEIS2)
ENSG00000147454	SLC25A37	Homo sapiens	solute carrier family 25 member 37(SLC25A37)
ENSG00000147459	DOCK5	Homo sapiens	dedicator of cytokinesis 5(DOCK5)
ENSG00000215187	CIMIP2B	Homo sapiens	ciliary microtubule inner protein 2B(CIMIP2B)
ENSG00000236088	COX10-DT	Homo sapiens	COX10 divergent transcript(COX10-DT)
ENSG00000123485	HJURP	Homo sapiens	Holliday junction recognition protein(HJURP)
ENSG00000221838	AP4M1	Homo sapiens	adaptor related protein complex 4 subunit mu 1(AP4M1)
ENSG00000147457	CHMP7	Homo sapiens	charged multivesicular body protein 7(CHMP7)
ENSG00000140807	NKD1	Homo sapiens	NKD inhibitor of WNT signaling pathway 1(NKD1)
ENSG00000135476	ESPL1	Homo sapiens	extra spindle pole bodies like 1, separase(ESPL1)
ENSG00000135473	PAN2	Homo sapiens	poly(A) specific ribonuclease subunit PAN2(PAN2)
ENSG00000173706	HEG1	Homo sapiens	heart development protein with EGF like domains 1(HEG1)
ENSG00000147443	DOK2	Homo sapiens	docking protein 2(DOK2)
ENSG00000148773	MKI67	Homo sapiens	marker of proliferation Ki-67(MKI67)
ENSG00000146112	PPP1R18	Homo sapiens	protein phosphatase 1 regulatory subunit 18(PPP1R18)
ENSG00000102575	ACP5	Homo sapiens	acid phosphatase 5, tartrate resistant(ACP5)
ENSG00000143190	POU2F1	Homo sapiens	POU class 2 homeobox 1(POU2F1)
ENSG00000185829	ARL17A	Homo sapiens	ARF like GTPase 17A(ARL17A)
ENSG00000115956	PLEK	Homo sapiens	pleckstrin(PLEK)
ENSG00000114626	ABTB1	Homo sapiens	ankyrin repeat and BTB domain containing 1(ABTB1)
ENSG00000224281	SLC25A5-AS1	Homo sapiens	SLC25A5 antisense RNA 1(SLC25A5-AS1)
ENSG00000168490	PHYHIP	Homo sapiens	phytanoyl-CoA 2-hydroxylase interacting protein(PHYHIP)
ENSG00000173838	MARCHF10	Homo sapiens	membrane associated ring-CH-type finger 10(MARCHF10)
ENSG00000168497	CAVIN2	Homo sapiens	caveolae associated protein 2(CAVIN2)
ENSG00000127946	HIP1	Homo sapiens	huntingtin interacting protein 1(HIP1)
ENSG00000168496	FEN1	Homo sapiens	flap structure-specific endonuclease 1(FEN1)
ENSG00000146221	TCTE1	Homo sapiens	t-complex-associated-testis-expressed 1(TCTE1)
ENSG00000089101	CFAP61	Homo sapiens	cilia and flagella associated protein 61(CFAP61)
ENSG00000184500	PROS1	Homo sapiens	protein S(PROS1)
ENSG00000032219	ARID4A	Homo sapiens	AT-rich interaction domain 4A(ARID4A)
ENSG00000122257	RBBP6	Homo sapiens	RB binding protein 6, ubiquitin ligase(RBBP6)
ENSG00000140905	GCSH	Homo sapiens	glycine cleavage system protein H(GCSH)
ENSG00000115947	ORC4	Homo sapiens	origin recognition complex subunit 4(ORC4)
ENSG00000143183	TMCO1	Homo sapiens	transmembrane and coiled-coil domains 1(TMCO1)
ENSG00000134243	SORT1	Homo sapiens	sortilin 1(SORT1)
ENSG00000229980	TOB1-AS1	Homo sapiens	TOB1 antisense RNA 1(TOB1-AS1)
ENSG00000134242	PTPN22	Homo sapiens	protein tyrosine phosphatase non-receptor type 22(PTPN22)
ENSG00000134247	PTGFRN	Homo sapiens	prostaglandin F2 receptor inhibitor(PTGFRN)
ENSG00000134245	WNT2B	Homo sapiens	Wnt family member 2B(WNT2B)
ENSG00000101307	SIRPB1	Homo sapiens	signal regulatory protein beta 1(SIRPB1)
ENSG00000204666	ZNF473CR	Homo sapiens	ZNF473 cis regulating lncRNA(ZNF473CR)
ENSG00000127951	FGL2	Homo sapiens	fibrinogen like 2(FGL2)
ENSG00000127952	STYXL1	Homo sapiens	serine/threonine/tyrosine interacting like 1(STYXL1)
ENSG00000146215	CRIP3	Homo sapiens	cysteine rich protein 3(CRIP3)
ENSG00000139908	TSSK4	Homo sapiens	testis specific serine kinase 4(TSSK4)
ENSG00000135549	PKIB	Homo sapiens	cAMP-dependent protein kinase inhibitor beta(PKIB)
ENSG00000103994	ZNF106	Homo sapiens	zinc finger protein 106(ZNF106)
ENSG00000113318	MSH3	Homo sapiens	mutS homolog 3(MSH3)
ENSG00000103995	CEP152	Homo sapiens	centrosomal protein 152(CEP152)
ENSG00000181481	RNF135	Homo sapiens	ring finger protein 135(RNF135)
ENSG00000115970	THADA	Homo sapiens	THADA armadillo repeat containing(THADA)
ENSG00000197826	CFAP299	Homo sapiens	cilia and flagella associated protein 299(CFAP299)
ENSG00000167186	COQ7	Homo sapiens	coenzyme Q7, hydroxylase(COQ7)
ENSG00000101336	HCK	Homo sapiens	HCK proto-oncogene, Src family tyrosine kinase(HCK)
ENSG00000156482	RPL30	Homo sapiens	ribosomal protein L30(RPL30)
ENSG00000127920	GNG11	Homo sapiens	G protein subunit gamma 11(GNG11)
ENSG00000161888	SPC24	Homo sapiens	SPC24 component of NDC80 kinetochore complex(SPC24)
ENSG00000143178	TBX19	Homo sapiens	T-box transcription factor 19(TBX19)
ENSG00000101331	CCM2L	Homo sapiens	CCM2 like scaffold protein(CCM2L)
ENSG00000147536	GINS4	Homo sapiens	GINS complex subunit 4(GINS4)
ENSG00000143179	UCK2	Homo sapiens	uridine-cytidine kinase 2(UCK2)
ENSG00000236287	ZBED5	Homo sapiens	zinc finger BED-type containing 5(ZBED5)
ENSG00000164919	COX6C	Homo sapiens	cytochrome c oxidase subunit 6C(COX6C)
ENSG00000241644	INMT	Homo sapiens	indolethylamine N-methyltransferase(INMT)
ENSG00000213599	SLX1A-SULT1A3	Homo sapiens	SLX1A-SULT1A3 readthrough (NMD candidate)(SLX1A-SULT1A3)
ENSG00000172543	CTSW	Homo sapiens	cathepsin W(CTSW)
ENSG00000173868	PHOSPHO1	Homo sapiens	phosphoethanolamine/phosphocholine phosphatase 1(PHOSPHO1)
ENSG00000204642	HLA-F	Homo sapiens	major histocompatibility complex, class I, F(HLA-F)
ENSG00000269190	FBXO17	Homo sapiens	F-box protein 17(FBXO17)
ENSG00000185842	DNAH14	Homo sapiens	dynein axonemal heavy chain 14(DNAH14)
ENSG00000183207	RUVBL2	Homo sapiens	RuvB like AAA ATPase 2(RUVBL2)
ENSG00000156463	SH3RF2	Homo sapiens	SH3 domain containing ring finger 2(SH3RF2)
ENSG00000118193	KIF14	Homo sapiens	kinesin family member 14(KIF14)
ENSG00000171223	JUNB	Homo sapiens	JunB proto-oncogene, AP-1 transcription factor subunit(JUNB)
ENSG00000111554	MDM1	Homo sapiens	Mdm1 nuclear protein(MDM1)
ENSG00000157796	WDR19	Homo sapiens	WD repeat domain 19(WDR19)
ENSG00000197857	ZNF44	Homo sapiens	zinc finger protein 44(ZNF44)
ENSG00000077152	UBE2T	Homo sapiens	ubiquitin conjugating enzyme E2 T(UBE2T)
ENSG00000185875	THNSL1	Homo sapiens	threonine synthase like 1(THNSL1)
ENSG00000143156	NME7	Homo sapiens	NME/NM23 family member 7(NME7)
ENSG00000148842	CNNM2	Homo sapiens	cyclin and CBS domain divalent metal cation transport mediator 2(CNNM2)
ENSG00000163600	ICOS	Homo sapiens	inducible T cell costimulator(ICOS)
ENSG00000136869	TLR4	Homo sapiens	toll like receptor 4(TLR4)
ENSG00000135537	AFG1L	Homo sapiens	AFG1 like ATPase(AFG1L)
ENSG00000136867	SLC31A2	Homo sapiens	solute carrier family 31 member 2(SLC31A2)
ENSG00000164938	TP53INP1	Homo sapiens	tumor protein p53 inducible nuclear protein 1(TP53INP1)
ENSG00000196511	TPK1	Homo sapiens	thiamin pyrophosphokinase 1(TPK1)
ENSG00000131174	COX7B	Homo sapiens	cytochrome c oxidase subunit 7B(COX7B)
ENSG00000135535	CD164	Homo sapiens	CD164 molecule(CD164)
ENSG00000078487	ZCWPW1	Homo sapiens	zinc finger CW-type and PWWP domain containing 1(ZCWPW1)
ENSG00000127914	AKAP9	Homo sapiens	A-kinase anchoring protein 9(AKAP9)
ENSG00000185862	EVI2B	Homo sapiens	ecotropic viral integration site 2B(EVI2B)
ENSG00000179195	ZNF664	Homo sapiens	zinc finger protein 664(ZNF664)
ENSG00000185864	NPIPB4	Homo sapiens	nuclear pore complex interacting protein family member B4(NPIPB4)
ENSG00000122224	LY9	Homo sapiens	lymphocyte antigen 9(LY9)
ENSG00000214021	TTLL3	Homo sapiens	tubulin tyrosine ligase like 3(TTLL3)
ENSG00000163617	CCDC191	Homo sapiens	coiled-coil domain containing 191(CCDC191)
ENSG00000171241	SHCBP1	Homo sapiens	SHC binding and spindle associated 1(SHCBP1)
ENSG00000115935	WIPF1	Homo sapiens	WAS/WASL interacting protein family member 1(WIPF1)
ENSG00000197872	CYRIA	Homo sapiens	CYFIP related Rac1 interactor A(CYRIA)
ENSG00000171243	SOSTDC1	Homo sapiens	sclerostin domain containing 1(SOSTDC1)
ENSG00000172575	RASGRP1	Homo sapiens	RAS guanyl releasing protein 1(RASGRP1)
ENSG00000230937	MIR205HG	Homo sapiens	MIR205 host gene(MIR205HG)
ENSG00000131143	COX4I1	Homo sapiens	cytochrome c oxidase subunit 4I1(COX4I1)
ENSG00000196549	MME	Homo sapiens	membrane metalloendopeptidase(MME)
ENSG00000172578	KLHL6	Homo sapiens	kelch like family member 6(KLHL6)
ENSG00000230943	LINC02541	Homo sapiens	long intergenic non-protein coding RNA 2541(LINC02541)
ENSG00000160593	JAML	Homo sapiens	junction adhesion molecule like(JAML)
ENSG00000184564	SLITRK6	Homo sapiens	SLIT and NTRK like family member 6(SLITRK6)
ENSG00000188921	HACD4	Homo sapiens	3-hydroxyacyl-CoA dehydratase 4(HACD4)
ENSG00000163624	CDS1	Homo sapiens	CDP-diacylglycerol synthase 1(CDS1)
ENSG00000012660	ELOVL5	Homo sapiens	ELOVL fatty acid elongase 5(ELOVL5)
ENSG00000089123	TASP1	Homo sapiens	taspase 1(TASP1)
ENSG00000164953	TMEM67	Homo sapiens	transmembrane protein 67(TMEM67)
ENSG00000152076	CCDC74B	Homo sapiens	coiled-coil domain containing 74B(CCDC74B)
ENSG00000188906	LRRK2	Homo sapiens	leucine rich repeat kinase 2(LRRK2)
ENSG00000118181	RPS25	Homo sapiens	ribosomal protein S25(RPS25)
ENSG00000197860	SGTB	Homo sapiens	small glutamine rich tetratricopeptide repeat co-chaperone beta(SGTB)
ENSG00000135519	KCNH3	Homo sapiens	potassium voltage-gated channel subfamily H member 3(KCNH3)
ENSG00000172586	CHCHD1	Homo sapiens	coiled-coil-helix-coiled-coil-helix domain containing 1(CHCHD1)
ENSG00000196531	NACA	Homo sapiens	nascent polypeptide associated complex subunit alpha(NACA)
ENSG00000204682	MIR1915HG	Homo sapiens	MIR1915 host gene(MIR1915HG)
ENSG00000140092	FBLN5	Homo sapiens	fibulin 5(FBLN5)
ENSG00000204681	GABBR1	Homo sapiens	gamma-aminobutyric acid type B receptor subunit 1(GABBR1)
ENSG00000176946	THAP4	Homo sapiens	THAP domain containing 4(THAP4)
ENSG00000131153	GINS2	Homo sapiens	GINS complex subunit 2(GINS2)
ENSG00000196535	MYO18A	Homo sapiens	myosin XVIIIA(MYO18A)
ENSG00000157764	BRAF	Homo sapiens	B-Raf proto-oncogene, serine/threonine kinase(BRAF)
ENSG00000132485	ZRANB2	Homo sapiens	zinc finger RANBP2-type containing 2(ZRANB2)
ENSG00000148814	LRRC27	Homo sapiens	leucine rich repeat containing 27(LRRC27)
ENSG00000185880	TRIM69	Homo sapiens	tripartite motif containing 69(TRIM69)
ENSG00000227308	LOC105373888	Homo sapiens	uncharacterized LOC105373888(LOC105373888)
ENSG00000163634	THOC7	Homo sapiens	THO complex subunit 7(THOC7)
ENSG00000144451	SPAG16	Homo sapiens	sperm associated antigen 16(SPAG16)
ENSG00000162302	RPS6KA4	Homo sapiens	ribosomal protein S6 kinase A4(RPS6KA4)
ENSG00000187608	ISG15	Homo sapiens	ISG15 ubiquitin like modifier(ISG15)
ENSG00000131127	ZNF141	Homo sapiens	zinc finger protein 141(ZNF141)
ENSG00000136819	C9orf78	Homo sapiens	chromosome 9 open reading frame 78(C9orf78)
ENSG00000153395	LPCAT1	Homo sapiens	lysophosphatidylcholine acyltransferase 1(LPCAT1)
ENSG00000136816	TOR1B	Homo sapiens	torsin family 1 member B(TOR1B)
ENSG00000136811	ODF2	Homo sapiens	outer dense fiber of sperm tails 2(ODF2)
ENSG00000247796	MOCS2-DT	Homo sapiens	MOCS2 divergent transcript(MOCS2-DT)
ENSG00000196569	LAMA2	Homo sapiens	laminin subunit alpha 2(LAMA2)
ENSG00000145777	TSLP	Homo sapiens	thymic stromal lymphopoietin(TSLP)
ENSG00000205923	CEMP1	Homo sapiens	cementum protein 1(CEMP1)
ENSG00000164970	FAM219A	Homo sapiens	family with sequence similarity 219 member A(FAM219A)
ENSG00000143119	CD53	Homo sapiens	CD53 molecule(CD53)
ENSG00000184588	PDE4B	Homo sapiens	phosphodiesterase 4B(PDE4B)
ENSG00000143110	C1orf162	Homo sapiens	chromosome 1 open reading frame 162(C1orf162)
ENSG00000164972	SPMIP6	Homo sapiens	sperm microtubule inner protein 6(SPMIP6)
ENSG00000156411	ATP5MJ	Homo sapiens	ATP synthase membrane subunit j(ATP5MJ)
ENSG00000258441	LINC00641	Homo sapiens	long intergenic non-protein coding RNA 641(LINC00641)
ENSG00000214860	EVPLL	Homo sapiens	envoplakin like(EVPLL)
ENSG00000196550	FAM72A	Homo sapiens	family with sequence similarity 72 member A(FAM72A)
ENSG00000213533	STIMATE	Homo sapiens	STIM activating enhancer(STIMATE)
ENSG00000245149	RNF139-DT	Homo sapiens	RNF139 divergent transcript(RNF139-DT)
ENSG00000157741	UBN2	Homo sapiens	ubinuclein 2(UBN2)
ENSG00000197889	MEIG1	Homo sapiens	meiosis/spermiogenesis associated 1(MEIG1)
ENSG00000267390	KDSR-DT	Homo sapiens	KDSR divergent transcript(KDSR-DT)
ENSG00000106153	CHCHD2	Homo sapiens	coiled-coil-helix-coiled-coil-helix domain containing 2(CHCHD2)
ENSG00000188931	CFAP126	Homo sapiens	cilia and flagella associated protein 126(CFAP126)
ENSG00000107485	GATA3	Homo sapiens	GATA binding protein 3(GATA3)
ENSG00000163655	GMPS	Homo sapiens	guanine monophosphate synthase(GMPS)
ENSG00000176971	FIBIN	Homo sapiens	fin bud initiation factor homolog(FIBIN)
ENSG00000127084	FGD3	Homo sapiens	FYVE, RhoGEF and PH domain containing 3(FGD3)
ENSG00000196584	XRCC2	Homo sapiens	X-ray repair cross complementing 2(XRCC2)
ENSG00000250506	CDK3	Homo sapiens	cyclin dependent kinase 3(CDK3)
ENSG00000007866	TEAD3	Homo sapiens	TEA domain transcription factor 3(TEAD3)
ENSG00000110200	ANAPC15	Homo sapiens	anaphase promoting complex subunit 15(ANAPC15)
ENSG00000120457	KCNJ5	Homo sapiens	potassium inwardly rectifying channel subfamily J member 5(KCNJ5)
ENSG00000120458	MSANTD2	Homo sapiens	Myb/SANT DNA binding domain containing 2(MSANTD2)
ENSG00000163660	CCNL1	Homo sapiens	cyclin L1(CCNL1)
ENSG00000250510	GPR162	Homo sapiens	G protein-coupled receptor 162(GPR162)
ENSG00000006530	AGK	Homo sapiens	acylglycerol kinase(AGK)
ENSG00000183273	CCDC60	Homo sapiens	coiled-coil domain containing 60(CCDC60)
ENSG00000036672	USP2	Homo sapiens	ubiquitin specific peptidase 2(USP2)
ENSG00000011376	LARS2	Homo sapiens	leucyl-tRNA synthetase 2, mitochondrial(LARS2)
ENSG00000233175	FMNL1-AS1	Homo sapiens	FMNL1 antisense RNA 1(FMNL1-AS1)
